Tag ID,Tag Type,Field Site,Duration,Depth,Descent_Rate,Ascent_Rate,Descent_Pitch,Ascent_Pitch,Var_Pitch,Bottom_Duration,Surface_Duration,Var_Heading,Var_Roll,ODBA,Wiggliness
ha14_166a,dtag,Jan Mayen,247.8,83.576676,1.608011787,0.864403073,-0.669737829,0.338581504,0.069099555,2.03,1.806666667,0.038103117,0.337349175,1.446855216,0.104841872
ha14_166a,dtag,Jan Mayen,244.2,181.909026,1.610556219,1.526176164,-0.844246219,0.670920304,0.286092068,0.783333333,0.916666667,0.030220068,0.688331673,1.700327399,0.122627711
ha14_166a,dtag,Jan Mayen,30.6,11.048225,0.776403833,1.011850326,-0.348353861,0.322632901,0.048386629,0.16,1.916666667,0.215625444,0.041398538,1.556026277,0.023239721
ha14_166a,dtag,Jan Mayen,969.6,586.834226,1.526693115,1.624874489,-0.798896648,0.724879522,0.242058848,5.6,0,0.231064129,0.818702399,2.362798981,0.10082412
ha14_166a,dtag,Jan Mayen,42.6,27.50931,1.661255643,1.405036386,-1.004204089,0.565422983,0.246953076,0.203333333,3.41,0.298558863,0.039364525,1.543670404,0.050701322
ha14_166a,dtag,Jan Mayen,1335.8,685.82768,1.22045227,1.154483483,-0.731417026,0.631425394,0.249621894,5.89,4.806666667,0.124892058,0.721804489,2.019477243,0.095118596
ha14_166a,dtag,Jan Mayen,2647.6,1875.138383,1.73178939,1.197089854,-1.039094535,0.728018519,0.388187281,6.6,2.106666667,0.892065144,0.595851102,1.45994933,0.06718385
ha14_166a,dtag,Jan Mayen,46.2,18.103564,0.79795599,0.841080549,-0.661190227,0.135412005,0.101614618,0.15,0,0.073215241,0.070223535,1.299687436,0.027303531
ha14_166a,dtag,Jan Mayen,736.2,253.082771,1.004558252,0.549785077,-0.867010986,0.379555449,0.224156604,2.193333333,0.296666667,0.910181837,0.222532339,2.507940627,0.081385281
ha14_166a,dtag,Jan Mayen,28.4,15.648321,1.350755957,1.189207778,-0.890619277,0.217106129,0.128405783,0.14,0.953333333,0.516764449,0.029531421,1.264149988,0.051900989
ha14_166a,dtag,Jan Mayen,443.4,154.831922,1.59920089,0.44112587,-1.11245881,0.027178611,0.146512954,1.066666667,2.773333333,0.638851263,0.173237684,2.614769024,0.093380012
ha14_166a,dtag,Jan Mayen,956.4,212.369874,0.824901889,0.382571039,-0.578094195,0.159985412,0.086979124,4.453333333,1.663333333,0.422814991,0.059096202,1.73127587,0.107794892
ha14_166a,dtag,Jan Mayen,645.6,103.332592,1.090123978,0.277147233,-0.831824975,0.062261231,0.077919566,4.186666667,1.726666667,0.602492371,0.03568933,0.985977089,0.187931589
ha14_166a,dtag,Jan Mayen,747.2,143.309236,0.331675854,0.813398902,-0.349590142,0.312499186,0.048862743,3.86,1.696666667,0.14077976,0.042106422,0.971540371,0.171187054
ha14_166a,dtag,Jan Mayen,880.2,189.024299,0.473143569,0.467173322,-0.411105774,0.254537224,0.067563178,3.303333333,2.106666667,0.253550203,0.161537501,0.899520662,0.206808009
ha14_166a,dtag,Jan Mayen,1004.2,190.165762,0.384034433,0.679730848,-0.404481469,0.417777459,0.066695337,5.796666667,1.87,0.19420016,0.030977129,1.129412509,0.160255654
ha14_166a,dtag,Jan Mayen,193.6,60.05598,1.138547422,0.780569352,-0.703419642,0.369255716,0.096891411,1.406666667,0.003333333,0.077346125,0.271650945,0.740409803,0.203308246
ha14_166a,dtag,Jan Mayen,322.4,155.581246,1.134972921,0.887999137,-0.647005258,0.532559854,0.173738285,0.963333333,1.24,0.531474321,0.092277158,1.564912786,0.132094942
